date,day_index,soc_trajectory,gpt_reported_cost,computed_cost_actual,computed_cost_forecast,milp_actual_cost,feasible,violations,api_cost_usd
2019-05-09,127,"[0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",59000.0,45472.24225807157,61041.11070179502,44459.085472797786,True,,0.0144775
2019-05-10,128,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.0, 0.0, 0.0, 0.0]",57000.0,34441.84705129263,58684.506641225256,33359.37035368421,True,,0.018125
2019-05-11,129,"[0.5, 0.4737, 0.4474, 0.4211, 0.3947, 0.3684, 0.3421, 0.3158, 0.2895, 0.2632, 0.2368, 0.2105, 0.1842, 0.1579, 0.1316, 0.1053, 0.0789, 0.0526, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",48261.77,34312.38090612001,49218.88509671816,33229.8002368421,True,,0.0125
2019-05-12,130,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",49300.0,50319.79995140211,49843.00715368482,49823.38820027702,False,t=15: discharge=12.3620 kW > dmax=12.36; t=16: discharge=12.3620 kW > dmax=12.36; t=17: discharge=12.3620 kW > dmax=12.36,0.0139275
2019-05-13,131,"[0.5, 0.5, 0.74, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 0.74, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.26, 0.0, 0.0, 0.0]",40500.0,42512.39544766316,41291.84306139947,42454.08651802216,False,t=1: charge=12.4901 kW > cmax=12.36; t=2: charge=12.4901 kW > cmax=12.36,0.0146825
2019-05-14,132,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.2146, 0.0]",40500.0,42975.07483997896,41355.78347729999,42774.0266831579,True,,0.015375
2019-05-15,133,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.2125, 0.475, 0.7375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",41200.0,44490.35959552631,43764.08425749632,44010.55041717451,False,t=7: discharge=36.9873 kW > dmax=12.36; t=8: charge=13.6611 kW > cmax=12.36; t=9: charge=13.6611 kW > cmax=12.36; t=10: discharge=34.6389 kW > dmax=12.36,0.0145275
2019-05-16,134,"[0.5, 0.5, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.25, 0.5, 0.75, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0]",45200.0,41810.89883263158,46451.110910021045,41679.79062908587,False,t=2: charge=13.0105 kW > cmax=12.36; t=3: charge=13.0105 kW > cmax=12.36; t=13: charge=13.0105 kW > cmax=12.36; t=14: charge=13.0105 kW > cmax=12.36; t=15: charge=13.0105 kW > cmax=12.36,0.012605
2019-05-17,135,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.217, 0.217, 0.217, 0.454, 0.454, 0.454, 0.454, 0.454, 0.454, 0.193, 0.0, 0.0, 0.0, 0.0]",39800.0,41419.60192303158,40999.30024952884,41344.62853094736,True,,0.0127175
2019-05-18,136,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.2375, 0.475, 0.7125, 0.95, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",34500.0,30363.68452931579,35832.869851838426,30165.36854587257,True,,0.01402
2019-05-19,137,"[0.5, 0.2375, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.95, 0.6875, 0.425, 0.1625, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.95, 0.95, 0.6875, 0.425, 0.1625, 0.0, 0.0]",34500.0,24532.4963,36399.75841650001,24286.95709368421,True,,0.0150175
2019-05-20,138,"[0.5, 0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.211, 0.0, 0.0, 0.0]",41800.0,37144.83526952421,42318.14795173483,37105.994125000005,True,,0.0179875
2019-05-21,139,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0]",36450.0,36844.91326878948,37680.99731505737,36413.60570965097,True,,0.01408
2019-05-22,140,"[0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.75, 0.75, 0.75, 0.5, 0.25, 0.0, 0.0, 0.25, 0.5, 0.75, 0.75, 0.75, 0.75, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0]",38581.58,39494.64424631578,39054.026410864215,39321.64653052631,False,t=4: charge=13.0105 kW > cmax=12.36; t=5: charge=13.0105 kW > cmax=12.36; t=12: charge=13.0105 kW > cmax=12.36; t=13: charge=13.0105 kW > cmax=12.36; t=14: charge=13.0105 kW > cmax=12.36,0.016455
2019-05-23,141,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 0.7875, 0.525, 0.2625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45679.73,38891.72694647369,46458.08221974053,38463.93762110526,True,,0.0140525
2019-05-24,142,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.4486, 0.7118, 0.1854, 0.0, 0.0]",47588.26,36805.40494734064,47979.33161546424,36471.43628609418,False,t=8: discharge=24.7240 kW > dmax=12.36; t=20: charge=13.6975 kW > cmax=12.36; t=21: discharge=24.7240 kW > dmax=12.36,0.014235
2019-05-25,143,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0]",29151.63,28650.901120106104,29809.322395252435,28421.29315,False,t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.01656
2019-05-26,144,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31500.0,24825.94166471158,33656.666873510025,24226.89054932964,True,,0.014855
2019-05-27,145,"[0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5264, 0.2896, 0.0528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42742.05,34626.81064396127,43505.8133823302,34024.033489224385,True,,0.0141825
2019-05-28,146,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32000.0,35060.42981605474,34982.72635340636,34545.55410768976,True,,0.015475
2019-05-29,147,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43200.0,32791.87907864421,44919.59758410356,32150.24794,True,,0.0151
2019-05-30,148,"[0.5, 0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5264, 0.2896, 0.2896, 0.2896, 0.5264, 0.7632, 1.0, 1.0, 1.0, 0.7632, 0.5264, 0.2896, 0.0528, 0.0, 0.0]",38500.0,35278.645073296844,39081.65791260239,35123.504273,True,,0.015885
2019-05-31,149,"[0.5, 0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.5264, 0.2896, 0.0528, 0.0, 0.0, 0.0]",46200.0,36826.47951150148,47627.486718115,36576.34256421053,True,,0.0165475
2019-06-01,150,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5263, 0.2895, 0.0526, 0.0, 0.0]",36500.0,35428.98685753348,37241.37264981911,35240.261902,True,,0.0144925
2019-06-02,151,"[0.5, 0.2368, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.8138, 0.5507, 0.2875, 0.2875, 0.2875, 0.525, 0.7625, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0, 0.0]",43263.25,49502.822297784,43263.245910195845,48734.8214378144,False,t=0: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.0141475
2019-06-03,152,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0]",42953.82,49273.058127736826,43043.974641261055,48977.61472210526,True,,0.0145525
2019-06-04,153,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0]",37850.0,34703.079165109055,38380.01001109365,34329.196501717444,False,t=7: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.0138
2019-06-05,154,"[0.5, 0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2105, 0.0, 0.0, 0.2368, 0.4736, 0.7105, 0.9473, 1.0, 1.0, 0.7368, 0.4736, 0.2105, 0.0, 0.0]",33950.0,39834.76089073432,34446.60419822069,39599.5106664155,False,t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.0123125
2019-06-06,155,"[0.5, 0.2368, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.8395, 0.5763, 0.3132, 0.05, 0.05, 0.2875, 0.525, 0.7625, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0]",30709.4,41659.58606020001,30709.380720184563,40798.93645257617,False,t=0: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=11: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36; t=23: discharge=12.3620 kW > dmax=12.36,0.013395
2019-06-07,156,"[0.5, 0.737, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0]",50200.0,41207.872638050525,51198.06349438621,40415.67188052632,True,,0.0130575
2019-06-08,157,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",58601.84,39889.05276994737,59162.18335754052,39749.44948105263,True,,0.014205
2019-06-09,158,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.2104, 0.2104, 0.4479, 0.6854, 0.6854, 0.6854, 0.4222, 0.4222, 0.159, 0.0, 0.0, 0.0]",57854.78,45090.71379077304,57988.06739975067,44609.54424,False,t=9: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=11: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36,0.0205975
2019-06-10,159,"[0.5, 0.5, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.7, 0.65, 0.6, 0.55, 0.5, 0.0]",52000.0,25151.310325263155,53766.60595626263,24497.25659900277,False,t=23: discharge=23.4840 kW > dmax=12.36,0.01339
2019-06-11,160,"[0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.7646, 0.7646, 0.7646, 0.7646, 0.7646, 0.7646, 0.7646, 0.7646, 0.5014, 0.2382, 0.0, 0.0, 0.0, 0.2375, 0.0]",54000.0,42559.076450128,56122.62890686496,42289.7555231579,False,t=17: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36,0.0145725
2019-06-12,161,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60500.0,45856.25267457895,61025.12473842842,45668.33589012189,True,,0.0162225
2019-06-13,162,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",47200.0,42977.72292152632,48484.20638969316,42624.67541919114,True,,0.01645
2019-06-14,163,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.2105, 0.2105, 0.448, 0.6855, 0.923, 0.923, 0.923, 0.923, 0.923, 0.6599, 0.3967, 0.1336, 0.0]",51234.56,42288.94897627032,52068.338318219874,41741.1506700277,False,t=7: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.01467
2019-06-15,164,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.4737, 0.7112, 0.9487, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",33120.45,30745.02445871789,35000.62717732346,30197.53527379501,False,t=10: discharge=12.3620 kW > dmax=12.36; t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0126525
2019-06-16,165,"[0.5, 0.2368, 0.2368, 0.0, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.475, 0.2632, 0.0, 0.0, 0.0, 0.2375, 0.475, 0.7125, 0.95, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0]",37369.8,24632.66941273852,37369.795233199846,24426.703660000003,False,t=0: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.01345
2019-06-17,166,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.448, 0.6855, 0.7895, 0.7895, 0.7895, 0.7895, 0.7895, 0.5263, 0.2632, 0.0, 0.0, 0.0]",51949.51,40499.04885464547,52113.02055702319,40341.90042127424,False,t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.014105
2019-06-18,167,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",46848.97,47817.66897726316,47539.62333535052,47529.744631263166,True,,0.0161025
2019-06-19,168,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0]",47200.0,50265.04639236211,48045.940794076254,50012.66566063158,False,t=19: discharge=12.3620 kW > dmax=12.36; t=20: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.013935
2019-06-20,169,"[0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",51282.85,50665.74789752632,51700.74719118158,50330.73274842106,True,,0.0157875
2019-06-21,170,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7895, 0.5263, 0.2632, 0.0, 0.0]",-1709.95,45122.96563060589,51129.77579771797,45013.43582252631,False,t=20: discharge=12.3620 kW > dmax=12.36; t=22: discharge=12.3620 kW > dmax=12.36,0.016935
2019-06-22,171,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0, 0.0, 0.0]",33850.0,32231.81111310527,34636.668314102106,31728.57227595568,True,,0.0171
2019-06-23,172,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",-1.931,25873.735987368414,34185.65915076632,25647.569113210524,False,t=14: charge=26.0211 kW > cmax=12.36; t=20: discharge=46.9680 kW > dmax=12.36,0.016005
2019-06-24,173,"[0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7625, 0.525, 0.2875, 0.05, 0.0, 0.0]",50200.0,41606.70029626316,51341.461454666845,41319.33753336842,True,,0.0131375
2019-06-25,174,"[0.5, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.0, 0.0]",53200.0,43720.97573973683,53674.4145376516,43533.60294678393,True,,0.0142675
2019-06-26,175,"[0.5, 0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7632, 0.5264, 0.2896, 0.0528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50200.0,55243.662203525055,51072.753991089055,54307.19198144044,True,,0.0154875
2019-06-27,176,"[0.5, 0.7375, 0.9743, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.2105, 0.2105, 0.2105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",51234.5,63349.478084481685,53159.6927657332,62792.32895799999,False,t=8: discharge=12.3620 kW > dmax=12.36; t=10: discharge=12.3620 kW > dmax=12.36,0.01282
2019-06-28,177,"[0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.237, 0.474, 0.711, 0.948, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0]",52800.0,52953.433296353694,53455.4941725422,52468.019259,True,,0.013995
2019-06-29,178,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0]",39475.71,38054.65911819115,40597.68620723561,37371.751379612186,False,t=17: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0168825
2019-06-30,179,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",37500.0,30771.50071099621,39015.738784613546,30079.244829196683,False,t=17: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.0136875
2019-07-01,180,"[0.5, 0.5, 0.7368, 0.9736, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.4736, 0.2104, 0.0, 0.0, 0.0, 0.0, 0.0]",-2.426,58167.23361913601,55277.67821043544,57763.547026,False,t=8: discharge=12.3620 kW > dmax=12.36; t=9: discharge=12.3620 kW > dmax=12.36; t=18: discharge=12.3620 kW > dmax=12.36,0.0169275
2019-07-02,181,"[0.5, 0.5, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 0.737, 0.474, 0.211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45000.0,56960.75932241263,46153.72131230055,56079.548897894725,True,,0.01402
2019-07-03,182,"[0.5, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7375, 0.475, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.2125, 0.475, 0.7375, 1.0, 0.7375, 0.475, 0.0]",38500.0,45779.93644521052,40349.5788300058,44054.523754,False,t=18: charge=13.6611 kW > cmax=12.36; t=19: charge=13.6611 kW > cmax=12.36; t=20: charge=13.6611 kW > cmax=12.36; t=23: discharge=22.3098 kW > dmax=12.36,0.0134275
2019-07-04,183,"[0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43200.0,31245.03459473684,44219.21398912736,30788.161734,False,t=0: charge=13.0105 kW > cmax=12.36; t=1: charge=13.0105 kW > cmax=12.36,0.0172775
2019-07-05,184,"[0.5, 0.5, 0.5, 0.5, 0.7375, 0.975, 0.975, 0.975, 0.975, 0.7132, 0.4514, 0.1896, 0.0, 0.2375, 0.475, 0.7125, 0.95, 0.95, 0.95, 0.95, 0.6882, 0.4264, 0.1646, 0.0, 0.0]",30500.0,45290.310209232,31358.78682878944,45083.73094271468,True,,0.0142475
2019-07-06,185,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.7375, 0.975, 1.0, 1.0, 1.0, 1.0, 0.7382, 0.4764, 0.2146, 0.0, 0.0, 0.0, 0.0]",21500.0,42535.19976280843,24896.0452984069,41837.08286614958,True,,0.0149825
2019-07-07,186,"[0.5, 0.7375, 0.7375, 0.4743, 0.4743, 0.7118, 0.9493, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.2105, 0.0, 0.0]",53662.47,30633.449544452636,53662.46909260277,30093.17622736842,False,t=2: discharge=12.3620 kW > dmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36; t=21: discharge=12.3620 kW > dmax=12.36,0.014
2019-07-08,187,"[0.5, 0.5, 0.5, 0.5, 0.712, 0.924, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.79, 0.53, 0.26, 0.0, 0.0]",68000.0,42398.89269452631,69574.85006462494,42178.11549166759,False,t=21: discharge=12.6814 kW > dmax=12.36,0.014
2019-07-09,188,"[0.5, 0.239, 0.0, 0.0, 0.737, 0.974, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.739, 0.478, 0.217, 0.0, 0.0]",46800.0,28499.403438143163,47449.72972585266,28291.208669473686,False,t=3: charge=38.3550 kW > cmax=12.36,0.015605
2019-07-10,189,"[0.5, 0.25, 0.25, 0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0]",45274.63,48195.507835789474,45517.46938345104,47875.70757021053,False,t=2: charge=13.0105 kW > cmax=12.36; t=3: charge=13.0105 kW > cmax=12.36; t=4: charge=13.0105 kW > cmax=12.36,0.017185
2019-07-11,190,"[0.5, 0.5, 0.5, 0.5, 0.4743, 0.7118, 0.9493, 1.0, 1.0, 1.0, 0.7368, 0.4737, 0.4737, 0.4737, 0.4737, 0.4737, 0.4737, 0.4737, 0.7368, 0.4737, 0.2105, 0.0, 0.0, 0.0, 0.0]",51234.56,36905.0142986998,52404.03547452831,36418.10637130194,False,t=9: discharge=12.3620 kW > dmax=12.36; t=17: charge=13.6923 kW > cmax=12.36; t=19: discharge=12.3620 kW > dmax=12.36,0.015255
